path,datetime,type,burst
2024-03-11\Beelink1_20240311_140000_59.fit,2024-03-11 14:00:00,0,0
2024-03-11\Beelink1_20240311_141500_59.fit,2024-03-11 14:15:00,0,0
2024-03-11\Beelink1_20240311_143000_59.fit,2024-03-11 14:30:00,0,0
2024-03-11\Beelink1_20240311_144500_59.fit,2024-03-11 14:45:00,0,0
2024-03-11\Beelink1_20240311_150000_59.fit,2024-03-11 15:00:00,0,0
2024-03-11\Beelink1_20240311_151500_59.fit,2024-03-11 15:15:00,0,0
2024-03-11\Beelink1_20240311_153000_59.fit,2024-03-11 15:30:00,0,0
2024-03-11\Beelink1_20240311_154500_59.fit,2024-03-11 15:45:00,0,0
2024-03-11\Beelink1_20240311_160000_59.fit,2024-03-11 16:00:00,0,0
2024-03-11\Beelink1_20240311_161500_59.fit,2024-03-11 16:15:00,0,0
2024-03-11\Beelink1_20240311_163000_59.fit,2024-03-11 16:30:00,0,0
2024-03-11\Beelink1_20240311_164500_59.fit,2024-03-11 16:45:00,0,0
2024-03-11\Beelink1_20240311_170000_59.fit,2024-03-11 17:00:00,0,0
2024-03-11\Beelink1_20240311_171500_59.fit,2024-03-11 17:15:00,0,0
2024-03-11\Beelink1_20240311_173000_59.fit,2024-03-11 17:30:00,0,0
2024-03-11\Beelink1_20240311_174500_59.fit,2024-03-11 17:45:00,0,0
2024-03-11\Beelink1_20240311_180000_59.fit,2024-03-11 18:00:00,0,0
2024-03-11\Beelink1_20240311_181500_59.fit,2024-03-11 18:15:00,0,0
2024-03-11\Beelink1_20240311_183000_59.fit,2024-03-11 18:30:00,0,0
2024-03-11\Beelink1_20240311_184500_59.fit,2024-03-11 18:45:00,0,0
2024-03-11\Beelink1_20240311_190000_59.fit,2024-03-11 19:00:00,0,0
2024-03-11\Beelink1_20240311_191500_59.fit,2024-03-11 19:15:00,0,0
2024-03-11\Beelink1_20240311_193000_59.fit,2024-03-11 19:30:00,0,0
2024-03-11\Beelink1_20240311_194500_59.fit,2024-03-11 19:45:00,0,0
2024-03-11\Beelink1_20240311_200000_59.fit,2024-03-11 20:00:00,0,0
2024-03-11\Beelink1_20240311_201500_59.fit,2024-03-11 20:15:00,0,0
2024-03-11\Beelink1_20240311_203000_59.fit,2024-03-11 20:30:00,0,0
2024-03-11\Beelink1_20240311_204500_59.fit,2024-03-11 20:45:00,0,0
2024-03-30\Beelink1_20240330_063000_59.fit,2024-03-30 06:30:00,0,0
2024-03-30\Beelink1_20240330_064500_59.fit,2024-03-30 06:45:00,0,0
2024-03-30\Beelink1_20240330_070000_59.fit,2024-03-30 07:00:00,0,0
2024-03-30\Beelink1_20240330_071500_59.fit,2024-03-30 07:15:00,0,0
2024-03-30\Beelink1_20240330_073000_59.fit,2024-03-30 07:30:00,0,0
2024-03-30\Beelink1_20240330_074500_59.fit,2024-03-30 07:45:00,0,0
2024-03-30\Beelink1_20240330_080000_59.fit,2024-03-30 08:00:00,0,0
2024-03-30\Beelink1_20240330_081500_59.fit,2024-03-30 08:15:00,0,0
2024-03-30\Beelink1_20240330_083000_59.fit,2024-03-30 08:30:00,0,0
2024-03-30\Beelink1_20240330_084500_59.fit,2024-03-30 08:45:00,0,0
2024-03-30\Beelink1_20240330_090000_59.fit,2024-03-30 09:00:00,0,0
2024-03-30\Beelink1_20240330_091500_59.fit,2024-03-30 09:15:00,0,0
2024-03-30\Beelink1_20240330_093000_59.fit,2024-03-30 09:30:00,0,0
2024-03-30\Beelink1_20240330_094500_59.fit,2024-03-30 09:45:00,0,0
2024-03-30\Beelink1_20240330_100000_59.fit,2024-03-30 10:00:00,0,0
2024-03-30\Beelink1_20240330_101500_59.fit,2024-03-30 10:15:00,0,0
2024-03-30\Beelink1_20240330_103000_59.fit,2024-03-30 10:30:00,0,0
2024-03-30\Beelink1_20240330_104459_59.fit,2024-03-30 10:44:59,0,0
2024-03-30\Beelink1_20240330_105959_59.fit,2024-03-30 10:59:59,0,0
2024-03-30\Beelink1_20240330_111459_59.fit,2024-03-30 11:14:59,0,0
2024-03-30\Beelink1_20240330_112959_59.fit,2024-03-30 11:29:59,0,0
2024-03-30\Beelink1_20240330_114459_59.fit,2024-03-30 11:44:59,0,0
2024-03-30\Beelink1_20240330_115959_59.fit,2024-03-30 11:59:59,0,0
2024-03-30\Beelink1_20240330_121459_59.fit,2024-03-30 12:14:59,0,0
2024-03-30\Beelink1_20240330_123000_59.fit,2024-03-30 12:30:00,0,0
2024-03-30\Beelink1_20240330_124500_59.fit,2024-03-30 12:45:00,0,0
2024-03-30\Beelink1_20240330_130000_59.fit,2024-03-30 13:00:00,0,0
2024-03-30\Beelink1_20240330_131500_59.fit,2024-03-30 13:15:00,0,0
2024-03-30\Beelink1_20240330_133000_59.fit,2024-03-30 13:30:00,0,0
2024-03-30\Beelink1_20240330_134500_59.fit,2024-03-30 13:45:00,0,0
2024-03-30\Beelink1_20240330_140000_59.fit,2024-03-30 14:00:00,0,0
2024-03-30\Beelink1_20240330_141500_59.fit,2024-03-30 14:15:00,0,0
2024-03-30\Beelink1_20240330_143000_59.fit,2024-03-30 14:30:00,0,0
2024-03-30/Beelink1_20240330_143000_59.fit,2024-03-30 14:30:00,3,1
2024-03-30\Beelink1_20240330_144500_59.fit,2024-03-30 14:45:00,0,0
2024-03-30\Beelink1_20240330_150000_59.fit,2024-03-30 15:00:00,0,0
2024-03-30\Beelink1_20240330_151500_59.fit,2024-03-30 15:15:00,0,0
2024-03-30\Beelink1_20240330_153000_59.fit,2024-03-30 15:30:00,0,0
2024-03-30\Beelink1_20240330_154500_59.fit,2024-03-30 15:45:00,0,0
2024-03-30\Beelink1_20240330_160000_59.fit,2024-03-30 16:00:00,0,0
2024-03-30\Beelink1_20240330_161500_59.fit,2024-03-30 16:15:00,0,0
2024-03-30\Beelink1_20240330_163000_59.fit,2024-03-30 16:30:00,0,0
2024-03-30\Beelink1_20240330_164500_59.fit,2024-03-30 16:45:00,0,0
2024-03-30\Beelink1_20240330_170000_59.fit,2024-03-30 17:00:00,0,0
2024-03-30\Beelink1_20240330_171500_59.fit,2024-03-30 17:15:00,0,0
2024-03-30\Beelink1_20240330_173000_59.fit,2024-03-30 17:30:00,0,0
2024-03-30\Beelink1_20240330_174500_59.fit,2024-03-30 17:45:00,0,0
2024-03-30\Beelink1_20240330_180000_59.fit,2024-03-30 18:00:00,0,0
2024-03-30\Beelink1_20240330_181500_59.fit,2024-03-30 18:15:00,0,0
2024-03-30\Beelink1_20240330_183000_59.fit,2024-03-30 18:30:00,0,0
2024-03-30\Beelink1_20240330_184500_59.fit,2024-03-30 18:45:00,0,0
2024-03-30\Beelink1_20240330_190000_59.fit,2024-03-30 19:00:00,0,0
2024-03-30\Beelink1_20240330_191500_59.fit,2024-03-30 19:15:00,0,0
2024-03-30\Beelink1_20240330_193000_59.fit,2024-03-30 19:30:00,0,0
2024-03-30\Beelink1_20240330_194500_59.fit,2024-03-30 19:45:00,0,0
2024-03-30\Beelink1_20240330_200000_59.fit,2024-03-30 20:00:00,0,0
2024-03-30\Beelink1_20240330_201500_59.fit,2024-03-30 20:15:00,0,0
2024-03-30\Beelink1_20240330_203000_59.fit,2024-03-30 20:30:00,0,0
2024-03-30\Beelink1_20240330_204500_59.fit,2024-03-30 20:45:00,0,0
2024-04-07\Beelink1_20240407_063000_59.fit,2024-04-07 06:30:00,0,0
2024-04-07\Beelink1_20240407_064500_59.fit,2024-04-07 06:45:00,0,0
2024-04-07\Beelink1_20240407_070000_59.fit,2024-04-07 07:00:00,0,0
2024-04-07\Beelink1_20240407_071500_59.fit,2024-04-07 07:15:00,0,0
2024-04-07\Beelink1_20240407_073000_59.fit,2024-04-07 07:30:00,0,0
2024-04-07\Beelink1_20240407_074500_59.fit,2024-04-07 07:45:00,0,0
2024-04-07\Beelink1_20240407_080000_59.fit,2024-04-07 08:00:00,0,0
2024-04-07\Beelink1_20240407_081500_59.fit,2024-04-07 08:15:00,0,0
2024-04-07\Beelink1_20240407_083000_59.fit,2024-04-07 08:30:00,0,0
2024-04-07\Beelink1_20240407_084500_59.fit,2024-04-07 08:45:00,0,0
2024-04-07\Beelink1_20240407_090000_59.fit,2024-04-07 09:00:00,0,0
2024-04-07\Beelink1_20240407_091500_59.fit,2024-04-07 09:15:00,0,0
2024-04-07\Beelink1_20240407_093000_59.fit,2024-04-07 09:30:00,0,0
2024-04-07\Beelink1_20240407_094500_59.fit,2024-04-07 09:45:00,0,0
2024-04-07\Beelink1_20240407_100000_59.fit,2024-04-07 10:00:00,0,0
2024-04-07\Beelink1_20240407_101500_59.fit,2024-04-07 10:15:00,0,0
2024-04-07\Beelink1_20240407_103000_59.fit,2024-04-07 10:30:00,0,0
2024-04-07\Beelink1_20240407_104500_59.fit,2024-04-07 10:45:00,0,0
2024-04-07\Beelink1_20240407_110000_59.fit,2024-04-07 11:00:00,0,0
2024-04-07\Beelink1_20240407_111500_59.fit,2024-04-07 11:15:00,0,0
2024-04-07\Beelink1_20240407_113000_59.fit,2024-04-07 11:30:00,0,0
2024-04-07\Beelink1_20240407_114500_59.fit,2024-04-07 11:45:00,0,0
2024-04-07\Beelink1_20240407_120000_59.fit,2024-04-07 12:00:00,0,0
2024-04-07\Beelink1_20240407_121500_59.fit,2024-04-07 12:15:00,0,0
2024-04-07\Beelink1_20240407_123000_59.fit,2024-04-07 12:30:00,0,0
2024-04-07\Beelink1_20240407_124500_59.fit,2024-04-07 12:45:00,0,0
2024-04-07\Beelink1_20240407_130000_59.fit,2024-04-07 13:00:00,0,0
2024-04-07\Beelink1_20240407_131500_59.fit,2024-04-07 13:15:00,0,0
2024-04-07\Beelink1_20240407_133000_59.fit,2024-04-07 13:30:00,0,0
2024-04-07\Beelink1_20240407_134500_59.fit,2024-04-07 13:45:00,0,0
2024-04-07\Beelink1_20240407_140000_59.fit,2024-04-07 14:00:00,0,0
2024-04-07\Beelink1_20240407_141500_59.fit,2024-04-07 14:15:00,0,0
2024-04-07\Beelink1_20240407_143000_59.fit,2024-04-07 14:30:00,0,0
2024-04-07\Beelink1_20240407_144500_59.fit,2024-04-07 14:45:00,0,0
2024-04-07\Beelink1_20240407_150000_59.fit,2024-04-07 15:00:00,0,0
2024-04-07\Beelink1_20240407_151500_59.fit,2024-04-07 15:15:00,0,0
2024-04-07\Beelink1_20240407_153000_59.fit,2024-04-07 15:30:00,0,0
2024-04-07\Beelink1_20240407_154500_59.fit,2024-04-07 15:45:00,0,0
2024-04-07\Beelink1_20240407_160000_59.fit,2024-04-07 16:00:00,0,0
2024-04-07\Beelink1_20240407_161500_59.fit,2024-04-07 16:15:00,0,0
2024-04-07\Beelink1_20240407_163000_59.fit,2024-04-07 16:30:00,0,0
2024-04-07\Beelink1_20240407_164500_59.fit,2024-04-07 16:45:00,0,0
2024-04-07\Beelink1_20240407_170000_59.fit,2024-04-07 17:00:00,0,0
2024-04-07\Beelink1_20240407_171500_59.fit,2024-04-07 17:15:00,0,0
2024-04-07\Beelink1_20240407_173000_59.fit,2024-04-07 17:30:00,0,0
2024-04-07\Beelink1_20240407_174500_59.fit,2024-04-07 17:45:00,0,0
2024-04-07\Beelink1_20240407_180000_59.fit,2024-04-07 18:00:00,0,0
2024-04-07\Beelink1_20240407_181500_59.fit,2024-04-07 18:15:00,0,0
2024-04-07\Beelink1_20240407_183000_59.fit,2024-04-07 18:30:00,0,0
2024-04-07\Beelink1_20240407_184500_59.fit,2024-04-07 18:45:00,0,0
2024-04-07\Beelink1_20240407_190000_59.fit,2024-04-07 19:00:00,0,0
2024-04-07\Beelink1_20240407_191500_59.fit,2024-04-07 19:15:00,0,0
2024-04-07\Beelink1_20240407_193000_59.fit,2024-04-07 19:30:00,0,0
2024-04-07\Beelink1_20240407_194500_59.fit,2024-04-07 19:45:00,0,0
2024-04-07\Beelink1_20240407_200000_59.fit,2024-04-07 20:00:00,0,0
2024-04-07\Beelink1_20240407_201500_59.fit,2024-04-07 20:15:00,0,0
2024-04-07\Beelink1_20240407_203000_59.fit,2024-04-07 20:30:00,0,0
2024-04-07\Beelink1_20240407_204500_59.fit,2024-04-07 20:45:00,0,0
2024-04-15/Beelink1_20240415_173000_59.fit,2024-04-15 17:30:00,6,1
2024-04-16\Beelink1_20240416_063000_59.fit,2024-04-16 06:30:00,0,0
2024-04-16\Beelink1_20240416_064500_59.fit,2024-04-16 06:45:00,0,0
2024-04-16\Beelink1_20240416_070000_59.fit,2024-04-16 07:00:00,0,0
2024-04-16\Beelink1_20240416_071500_59.fit,2024-04-16 07:15:00,0,0
2024-04-16\Beelink1_20240416_073000_59.fit,2024-04-16 07:30:00,0,0
2024-04-16\Beelink1_20240416_074500_59.fit,2024-04-16 07:45:00,0,0
2024-04-16\Beelink1_20240416_080000_59.fit,2024-04-16 08:00:00,0,0
2024-04-16\Beelink1_20240416_081500_59.fit,2024-04-16 08:15:00,0,0
2024-04-16\Beelink1_20240416_083000_59.fit,2024-04-16 08:30:00,0,0
2024-04-16\Beelink1_20240416_084500_59.fit,2024-04-16 08:45:00,0,0
2024-04-16\Beelink1_20240416_090000_59.fit,2024-04-16 09:00:00,0,0
2024-04-16\Beelink1_20240416_091500_59.fit,2024-04-16 09:15:00,0,0
2024-04-16\Beelink1_20240416_093000_59.fit,2024-04-16 09:30:00,0,0
2024-04-16\Beelink1_20240416_094500_59.fit,2024-04-16 09:45:00,0,0
2024-04-16\Beelink1_20240416_100000_59.fit,2024-04-16 10:00:00,0,0
2024-04-16\Beelink1_20240416_101500_59.fit,2024-04-16 10:15:00,0,0
2024-04-16\Beelink1_20240416_103000_59.fit,2024-04-16 10:30:00,0,0
2024-04-16\Beelink1_20240416_104500_59.fit,2024-04-16 10:45:00,0,0
2024-04-16\Beelink1_20240416_110000_59.fit,2024-04-16 11:00:00,0,0
2024-04-16\Beelink1_20240416_111500_59.fit,2024-04-16 11:15:00,0,0
2024-04-16\Beelink1_20240416_113000_59.fit,2024-04-16 11:30:00,0,0
2024-04-16\Beelink1_20240416_114500_59.fit,2024-04-16 11:45:00,0,0
2024-04-16\Beelink1_20240416_120000_59.fit,2024-04-16 12:00:00,0,0
2024-04-16\Beelink1_20240416_121500_59.fit,2024-04-16 12:15:00,0,0
2024-04-16\Beelink1_20240416_123000_59.fit,2024-04-16 12:30:00,0,0
2024-04-16\Beelink1_20240416_124500_59.fit,2024-04-16 12:45:00,0,0
2024-04-16\Beelink1_20240416_130000_59.fit,2024-04-16 13:00:00,0,0
2024-04-16\Beelink1_20240416_131500_59.fit,2024-04-16 13:15:00,0,0
2024-04-16\Beelink1_20240416_133000_59.fit,2024-04-16 13:30:00,0,0
2024-04-16\Beelink1_20240416_134500_59.fit,2024-04-16 13:45:00,0,0
2024-04-16\Beelink1_20240416_140000_59.fit,2024-04-16 14:00:00,0,0
2024-04-16\Beelink1_20240416_141500_59.fit,2024-04-16 14:15:00,0,0
2024-04-16\Beelink1_20240416_143000_59.fit,2024-04-16 14:30:00,0,0
2024-04-16\Beelink1_20240416_144500_59.fit,2024-04-16 14:45:00,0,0
2024-04-16\Beelink1_20240416_150000_59.fit,2024-04-16 15:00:00,0,0
2024-04-16\Beelink1_20240416_151500_59.fit,2024-04-16 15:15:00,0,0
2024-04-16\Beelink1_20240416_153000_59.fit,2024-04-16 15:30:00,0,0
2024-04-16\Beelink1_20240416_154500_59.fit,2024-04-16 15:45:00,0,0
2024-04-16\Beelink1_20240416_160000_59.fit,2024-04-16 16:00:00,0,0
2024-04-16\Beelink1_20240416_161500_59.fit,2024-04-16 16:15:00,0,0
2024-04-16\Beelink1_20240416_163000_59.fit,2024-04-16 16:30:00,0,0
2024-04-16\Beelink1_20240416_164500_59.fit,2024-04-16 16:45:00,0,0
2024-04-16\Beelink1_20240416_170000_59.fit,2024-04-16 17:00:00,0,0
2024-04-16\Beelink1_20240416_171500_59.fit,2024-04-16 17:15:00,0,0
2024-04-16\Beelink1_20240416_173000_59.fit,2024-04-16 17:30:00,0,0
2024-04-16\Beelink1_20240416_174500_59.fit,2024-04-16 17:45:00,0,0
2024-04-16\Beelink1_20240416_180000_59.fit,2024-04-16 18:00:00,0,0
2024-04-16\Beelink1_20240416_181500_59.fit,2024-04-16 18:15:00,0,0
2024-04-16\Beelink1_20240416_183000_59.fit,2024-04-16 18:30:00,0,0
2024-04-16\Beelink1_20240416_184500_59.fit,2024-04-16 18:45:00,0,0
2024-04-16\Beelink1_20240416_190000_59.fit,2024-04-16 19:00:00,0,0
2024-04-16\Beelink1_20240416_191500_59.fit,2024-04-16 19:15:00,0,0
2024-04-16\Beelink1_20240416_193000_59.fit,2024-04-16 19:30:00,0,0
2024-04-16\Beelink1_20240416_194500_59.fit,2024-04-16 19:45:00,0,0
2024-04-16\Beelink1_20240416_200000_59.fit,2024-04-16 20:00:00,0,0
2024-04-16\Beelink1_20240416_201500_59.fit,2024-04-16 20:15:00,0,0
2024-04-16\Beelink1_20240416_203000_59.fit,2024-04-16 20:30:00,0,0
2024-04-16\Beelink1_20240416_204500_59.fit,2024-04-16 20:45:00,0,0
2024-04-17/Beelink1_20240417_123000_59.fit,2024-04-17 12:30:00,3,1
2024-04-17/Beelink1_20240417_124500_59.fit,2024-04-17 12:45:00,3,1
2024-04-17/Beelink1_20240417_141500_59.fit,2024-04-17 14:15:00,6,1
2024-04-17/Beelink1_20240417_160000_59.fit,2024-04-17 16:00:00,5,1
2024-04-17/Beelink1_20240417_191500_59.fit,2024-04-17 19:15:00,6,1
2024-04-18/Beelink1_20240418_130000_59.fit,2024-04-18 13:00:00,3,1
2024-04-18/Beelink1_20240418_184500_59.fit,2024-04-18 18:45:00,3,1
2024-04-18/Beelink1_20240418_193000_59.fit,2024-04-18 19:30:00,3,1
2024-04-19\Beelink1_20240419_063000_59.fit,2024-04-19 06:30:00,0,0
2024-04-19\Beelink1_20240419_064500_59.fit,2024-04-19 06:45:00,0,0
2024-04-19\Beelink1_20240419_070000_59.fit,2024-04-19 07:00:00,0,0
2024-04-19\Beelink1_20240419_071500_59.fit,2024-04-19 07:15:00,0,0
2024-04-19\Beelink1_20240419_073000_59.fit,2024-04-19 07:30:00,0,0
2024-04-19\Beelink1_20240419_074500_59.fit,2024-04-19 07:45:00,0,0
2024-04-19\Beelink1_20240419_080000_59.fit,2024-04-19 08:00:00,0,0
2024-04-19\Beelink1_20240419_081500_59.fit,2024-04-19 08:15:00,0,0
2024-04-19\Beelink1_20240419_083000_59.fit,2024-04-19 08:30:00,0,0
2024-04-19\Beelink1_20240419_084500_59.fit,2024-04-19 08:45:00,0,0
2024-04-19\Beelink1_20240419_090000_59.fit,2024-04-19 09:00:00,0,0
2024-04-19/Beelink1_20240419_090000_59.fit,2024-04-19 09:00:00,6,1
2024-04-19\Beelink1_20240419_091500_59.fit,2024-04-19 09:15:00,0,0
2024-04-19\Beelink1_20240419_093000_59.fit,2024-04-19 09:30:00,0,0
2024-04-19\Beelink1_20240419_094500_59.fit,2024-04-19 09:45:00,0,0
2024-04-19/Beelink1_20240419_094500_59.fit,2024-04-19 09:45:00,6,1
2024-04-19\Beelink1_20240419_100000_59.fit,2024-04-19 10:00:00,0,0
2024-04-19/Beelink1_20240419_100000_59.fit,2024-04-19 10:00:00,6,1
2024-04-19\Beelink1_20240419_101500_59.fit,2024-04-19 10:15:00,0,0
2024-04-19\Beelink1_20240419_103000_59.fit,2024-04-19 10:30:00,0,0
2024-04-19/Beelink1_20240419_103000_59.fit,2024-04-19 10:30:00,6,1
2024-04-19/Beelink1_20240419_104500_59.fit,2024-04-19 10:45:00,6,1
2024-04-19\Beelink1_20240419_104500_59.fit,2024-04-19 10:45:00,0,0
2024-04-19\Beelink1_20240419_110000_59.fit,2024-04-19 11:00:00,0,0
2024-04-19/Beelink1_20240419_110000_59.fit,2024-04-19 11:00:00,6,1
2024-04-19\Beelink1_20240419_111500_59.fit,2024-04-19 11:15:00,0,0
2024-04-19\Beelink1_20240419_113000_59.fit,2024-04-19 11:30:00,0,0
2024-04-19\Beelink1_20240419_114500_59.fit,2024-04-19 11:45:00,0,0
2024-04-19\Beelink1_20240419_120000_59.fit,2024-04-19 12:00:00,0,0
2024-04-19\Beelink1_20240419_121500_59.fit,2024-04-19 12:15:00,0,0
2024-04-19\Beelink1_20240419_123000_59.fit,2024-04-19 12:30:00,0,0
2024-04-19/Beelink1_20240419_123000_59.fit,2024-04-19 12:30:00,7,1
2024-04-19\Beelink1_20240419_124500_59.fit,2024-04-19 12:45:00,0,0
2024-04-19\Beelink1_20240419_130000_59.fit,2024-04-19 13:00:00,0,0
2024-04-19\Beelink1_20240419_131500_59.fit,2024-04-19 13:15:00,0,0
2024-04-19/Beelink1_20240419_131500_59.fit,2024-04-19 13:15:00,6,1
2024-04-19\Beelink1_20240419_133000_59.fit,2024-04-19 13:30:00,0,0
2024-04-19\Beelink1_20240419_134500_59.fit,2024-04-19 13:45:00,0,0
2024-04-19/Beelink1_20240419_134500_59.fit,2024-04-19 13:45:00,6,1
2024-04-19\Beelink1_20240419_140000_59.fit,2024-04-19 14:00:00,0,0
2024-04-19/Beelink1_20240419_140000_59.fit,2024-04-19 14:00:00,6,1
2024-04-19\Beelink1_20240419_141500_59.fit,2024-04-19 14:15:00,0,0
2024-04-19\Beelink1_20240419_143332_59.fit,2024-04-19 14:33:32,0,0
2024-04-19/Beelink1_20240419_143332_59.fit,2024-04-19 14:33:32,6,1
2024-04-19\Beelink1_20240419_144832_59.fit,2024-04-19 14:48:32,0,0
2024-04-19/Beelink1_20240419_144832_59.fit,2024-04-19 14:48:32,6,1
2024-04-19\Beelink1_20240419_150332_59.fit,2024-04-19 15:03:32,0,0
2024-04-19/Beelink1_20240419_150332_59.fit,2024-04-19 15:03:32,3,1
2024-04-19\Beelink1_20240419_151831_59.fit,2024-04-19 15:18:31,0,0
2024-04-19/Beelink1_20240419_151831_59.fit,2024-04-19 15:18:31,6,1
2024-04-19\Beelink1_20240419_153331_59.fit,2024-04-19 15:33:31,0,0
2024-04-19\Beelink1_20240419_154831_59.fit,2024-04-19 15:48:31,0,0
2024-04-19\Beelink1_20240419_160331_59.fit,2024-04-19 16:03:31,0,0
2024-04-19\Beelink1_20240419_161831_59.fit,2024-04-19 16:18:31,0,0
2024-04-19\Beelink1_20240419_163000_59.fit,2024-04-19 16:30:00,0,0
2024-04-19/Beelink1_20240419_164500_59.fit,2024-04-19 16:45:00,6,1
2024-04-19\Beelink1_20240419_164500_59.fit,2024-04-19 16:45:00,0,0
2024-04-19\Beelink1_20240419_170000_59.fit,2024-04-19 17:00:00,0,0
2024-04-19\Beelink1_20240419_171500_59.fit,2024-04-19 17:15:00,0,0
2024-04-19/Beelink1_20240419_171500_59.fit,2024-04-19 17:15:00,6,1
2024-04-19/Beelink1_20240419_173000_59.fit,2024-04-19 17:30:00,6,1
2024-04-19\Beelink1_20240419_173000_59.fit,2024-04-19 17:30:00,0,0
2024-04-19\Beelink1_20240419_174500_59.fit,2024-04-19 17:45:00,0,0
2024-04-19\Beelink1_20240419_180000_59.fit,2024-04-19 18:00:00,0,0
2024-04-19/Beelink1_20240419_180000_59.fit,2024-04-19 18:00:00,6,1
2024-04-19/Beelink1_20240419_181500_59.fit,2024-04-19 18:15:00,6,1
2024-04-19\Beelink1_20240419_181500_59.fit,2024-04-19 18:15:00,0,0
2024-04-19\Beelink1_20240419_183000_59.fit,2024-04-19 18:30:00,0,0
2024-04-19\Beelink1_20240419_184500_59.fit,2024-04-19 18:45:00,0,0
2024-04-19\Beelink1_20240419_190000_59.fit,2024-04-19 19:00:00,0,0
2024-04-19\Beelink1_20240419_191500_59.fit,2024-04-19 19:15:00,0,0
2024-04-19\Beelink1_20240419_193000_59.fit,2024-04-19 19:30:00,0,0
2024-04-19\Beelink1_20240419_194500_59.fit,2024-04-19 19:45:00,0,0
2024-04-19\Beelink1_20240419_200000_59.fit,2024-04-19 20:00:00,0,0
2024-04-19\Beelink1_20240419_201500_59.fit,2024-04-19 20:15:00,0,0
2024-04-19\Beelink1_20240419_203000_59.fit,2024-04-19 20:30:00,0,0
2024-04-19\Beelink1_20240419_204500_59.fit,2024-04-19 20:45:00,0,0
2024-04-20/Beelink1_20240420_074500_59.fit,2024-04-20 07:45:00,3,1
2024-04-20/Beelink1_20240420_113000_59.fit,2024-04-20 11:30:00,3,1
2024-04-20/Beelink1_20240420_121500_59.fit,2024-04-20 12:15:00,6,1
2024-04-20/Beelink1_20240420_161500_59.fit,2024-04-20 16:15:00,6,1
2024-04-21\Beelink1_20240421_063000_59.fit,2024-04-21 06:30:00,0,0
2024-04-21/Beelink1_20240421_064500_59.fit,2024-04-21 06:45:00,3,1
2024-04-21\Beelink1_20240421_064500_59.fit,2024-04-21 06:45:00,0,0
2024-04-21\Beelink1_20240421_071500_59.fit,2024-04-21 07:15:00,0,0
2024-04-21\Beelink1_20240421_073000_59.fit,2024-04-21 07:30:00,0,0
2024-04-21\Beelink1_20240421_081500_59.fit,2024-04-21 08:15:00,0,0
2024-04-21\Beelink1_20240421_084500_59.fit,2024-04-21 08:45:00,0,0
