Unnamed: 0.1,Unnamed: 0,filename,datetime,burst,burst_type,link,split,spectrogram_f,spectrogram_t
36,2394,FITfiles/2024-03-09/Beelink1_20240309_132959_59.fit,2024-03-09 13:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_183000_01.fit.gz,test,190.0,3600.0
37,2385,FITfiles/2024-03-09/Beelink1_20240309_134800_01.fit,2024-03-09 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_184500_01.fit.gz,train,190.0,3600.0
38,2378,FITfiles/2024-03-09/Beelink1_20240309_134459_59.fit,2024-03-09 13:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_184500_01.fit.gz,train,190.0,360.0
39,2388,FITfiles/2024-03-09/Beelink1_20240309_140300_01.fit,2024-03-09 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_190000_01.fit.gz,train,190.0,3600.0
40,2384,FITfiles/2024-03-09/Beelink1_20240309_141800_01.fit,2024-03-09 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_191500_01.fit.gz,train,190.0,2871.0
41,2382,FITfiles/2024-03-09/Beelink1_20240309_143000_59.fit,2024-03-09 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_193000_01.fit.gz,train,190.0,3600.0
42,2383,FITfiles/2024-03-09/Beelink1_20240309_144500_59.fit,2024-03-09 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_194500_01.fit.gz,train,190.0,3600.0
43,2380,FITfiles/2024-03-09/Beelink1_20240309_150000_59.fit,2024-03-09 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_200000_01.fit.gz,train,190.0,3600.0
44,2377,FITfiles/2024-03-09/Beelink1_20240309_151500_59.fit,2024-03-09 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_201500_01.fit.gz,valid,190.0,3600.0
45,2386,FITfiles/2024-03-09/Beelink1_20240309_153000_59.fit,2024-03-09 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_203000_01.fit.gz,train,190.0,3600.0
46,2363,FITfiles/2024-03-09/Beelink1_20240309_154500_59.fit,2024-03-09 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_204500_01.fit.gz,train,190.0,3600.0
47,2387,FITfiles/2024-03-09/Beelink1_20240309_155959_59.fit,2024-03-09 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_210000_01.fit.gz,train,190.0,3600.0
48,2379,FITfiles/2024-03-09/Beelink1_20240309_161459_59.fit,2024-03-09 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_211500_01.fit.gz,test,190.0,3594.0
49,2372,FITfiles/2024-03-09/Beelink1_20240309_163000_59.fit,2024-03-09 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_213000_01.fit.gz,valid,190.0,3600.0
50,2374,FITfiles/2024-03-09/Beelink1_20240309_164500_59.fit,2024-03-09 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_214500_01.fit.gz,train,190.0,3600.0
51,2369,FITfiles/2024-03-09/Beelink1_20240309_170000_59.fit,2024-03-09 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_220000_01.fit.gz,train,190.0,3600.0
52,2368,FITfiles/2024-03-09/Beelink1_20240309_171500_59.fit,2024-03-09 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_221500_01.fit.gz,test,190.0,3600.0
53,2362,FITfiles/2024-03-09/Beelink1_20240309_173000_59.fit,2024-03-09 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_223000_01.fit.gz,train,190.0,3600.0
54,2396,FITfiles/2024-03-09/Beelink1_20240309_174500_59.fit,2024-03-09 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_224500_01.fit.gz,train,190.0,3600.0
55,2370,FITfiles/2024-03-09/Beelink1_20240309_180000_59.fit,2024-03-09 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_230000_01.fit.gz,train,190.0,3600.0
56,2361,FITfiles/2024-03-09/Beelink1_20240309_181500_59.fit,2024-03-09 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_231500_01.fit.gz,valid,190.0,3594.0
57,2375,FITfiles/2024-03-09/Beelink1_20240309_183000_59.fit,2024-03-09 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_233000_01.fit.gz,train,190.0,3600.0
58,2373,FITfiles/2024-03-09/Beelink1_20240309_184500_59.fit,2024-03-09 18:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/09/ALASKA-ANCHORAGE_20240309_234500_01.fit.gz,valid,190.0,3600.0
59,2365,FITfiles/2024-03-09/Beelink1_20240309_190000_59.fit,2024-03-09 19:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_000000_01.fit.gz,train,190.0,3600.0
60,2371,FITfiles/2024-03-09/Beelink1_20240309_191500_59.fit,2024-03-09 19:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_001500_01.fit.gz,test,190.0,3600.0
61,2367,FITfiles/2024-03-09/Beelink1_20240309_193000_59.fit,2024-03-09 19:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_003000_01.fit.gz,test,190.0,3600.0
62,2376,FITfiles/2024-03-09/Beelink1_20240309_194500_59.fit,2024-03-09 19:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_004500_01.fit.gz,valid,190.0,3600.0
63,2359,FITfiles/2024-03-09/Beelink1_20240309_200000_59.fit,2024-03-09 20:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_010000_01.fit.gz,train,190.0,3600.0
64,2381,FITfiles/2024-03-09/Beelink1_20240309_201500_59.fit,2024-03-09 20:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_011500_01.fit.gz,train,190.0,3593.0
65,2401,FITfiles/2024-03-09/Beelink1_20240309_203000_59.fit,2024-03-09 20:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_013000_01.fit.gz,test,190.0,3600.0
66,2518,FITfiles/2024-03-09/Beelink1_20240309_204500_59.fit,2024-03-09 20:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_014500_01.fit.gz,valid,190.0,3591.0
67,3764,FITfiles/2024-03-10/Beelink1_20240310_063000_59.fit,2024-03-10 06:30:00,0,0, ,train,190.0,3600.0
68,3758,FITfiles/2024-03-10/Beelink1_20240310_064500_59.fit,2024-03-10 06:45:00,0,0, ,valid,190.0,3600.0
69,3773,FITfiles/2024-03-10/Beelink1_20240310_070000_59.fit,2024-03-10 07:00:00,0,0, ,test,190.0,3600.0
70,3752,FITfiles/2024-03-10/Beelink1_20240310_071500_59.fit,2024-03-10 07:15:00,0,0, ,train,190.0,3600.0
71,3755,FITfiles/2024-03-10/Beelink1_20240310_073000_59.fit,2024-03-10 07:30:00,0,0, ,train,190.0,3600.0
72,3781,FITfiles/2024-03-10/Beelink1_20240310_074500_59.fit,2024-03-10 07:45:00,0,0, ,test,190.0,3600.0
73,3756,FITfiles/2024-03-10/Beelink1_20240310_080000_59.fit,2024-03-10 08:00:00,0,0, ,train,190.0,3600.0
74,3750,FITfiles/2024-03-10/Beelink1_20240310_081500_59.fit,2024-03-10 08:15:00,0,0, ,valid,190.0,3593.0
75,3745,FITfiles/2024-03-10/Beelink1_20240310_083000_59.fit,2024-03-10 08:30:00,0,0, ,train,190.0,3600.0
76,3746,FITfiles/2024-03-10/Beelink1_20240310_084500_59.fit,2024-03-10 08:45:00,0,0, ,test,190.0,3600.0
77,3760,FITfiles/2024-03-10/Beelink1_20240310_090000_59.fit,2024-03-10 09:00:00,0,0, ,train,190.0,3600.0
78,3754,FITfiles/2024-03-10/Beelink1_20240310_091500_59.fit,2024-03-10 09:15:00,0,0, ,train,190.0,3600.0
79,3739,FITfiles/2024-03-10/Beelink1_20240310_093000_59.fit,2024-03-10 09:30:00,0,0, ,test,190.0,3600.0
80,3753,FITfiles/2024-03-10/Beelink1_20240310_094500_59.fit,2024-03-10 09:45:00,0,0, ,train,190.0,3600.0
81,3757,FITfiles/2024-03-10/Beelink1_20240310_100000_59.fit,2024-03-10 10:00:00,0,0, ,train,190.0,3600.0
82,3742,FITfiles/2024-03-10/Beelink1_20240310_101500_59.fit,2024-03-10 10:15:00,0,0, ,test,190.0,3600.0
83,3735,FITfiles/2024-03-10/Beelink1_20240310_103000_59.fit,2024-03-10 10:30:00,0,0, ,valid,190.0,3600.0
84,3736,FITfiles/2024-03-10/Beelink1_20240310_104459_59.fit,2024-03-10 10:45:00,0,0, ,train,190.0,3600.0
85,3734,FITfiles/2024-03-10/Beelink1_20240310_105959_59.fit,2024-03-10 11:00:00,0,0, ,train,190.0,3600.0
86,3737,FITfiles/2024-03-10/Beelink1_20240310_111459_59.fit,2024-03-10 11:15:00,0,0, ,test,190.0,3600.0
87,3747,FITfiles/2024-03-10/Beelink1_20240310_112959_59(1).fit,2024-03-10 11:30:00,0,0, ,train,190.0,3600.0
88,3740,FITfiles/2024-03-10/Beelink1_20240310_112959_59.fit,2024-03-10 11:30:00,0,0, ,train,190.0,3600.0
89,3731,FITfiles/2024-03-10/Beelink1_20240310_114459_59.fit,2024-03-10 11:45:00,0,0, ,valid,190.0,3600.0
90,3738,FITfiles/2024-03-10/Beelink1_20240310_115959_59.fit,2024-03-10 12:00:00,0,0, ,train,190.0,3600.0
91,3743,FITfiles/2024-03-10/Beelink1_20240310_121459_59.fit,2024-03-10 12:15:00,0,0, ,test,190.0,3595.0
92,3761,FITfiles/2024-03-10/Beelink1_20240310_123000_59.fit,2024-03-10 12:30:00,0,0, ,train,190.0,3600.0
93,3732,FITfiles/2024-03-10/Beelink1_20240310_124500_59.fit,2024-03-10 12:45:00,0,0, ,valid,190.0,3600.0
94,3729,FITfiles/2024-03-10/Beelink1_20240310_130000_59.fit,2024-03-10 13:00:00,0,0, ,valid,190.0,3600.0
95,3744,FITfiles/2024-03-10/Beelink1_20240310_131500_59.fit,2024-03-10 13:15:00,0,0, ,train,190.0,3600.0
96,3725,FITfiles/2024-03-10/Beelink1_20240310_133000_59.fit,2024-03-10 13:30:00,0,0, ,valid,190.0,3600.0
97,3723,FITfiles/2024-03-10/Beelink1_20240310_134500_59.fit,2024-03-10 13:45:00,0,0, ,test,190.0,3600.0
98,3724,FITfiles/2024-03-10/Beelink1_20240310_140000_59.fit,2024-03-10 14:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_180000_01.fit.gz,train,190.0,3600.0
99,3727,FITfiles/2024-03-10/Beelink1_20240310_141500_59.fit,2024-03-10 14:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_181500_01.fit.gz,train,190.0,3592.0
100,3751,FITfiles/2024-03-10/Beelink1_20240310_143000_59.fit,2024-03-10 14:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_183000_01.fit.gz,train,190.0,3600.0
101,3749,FITfiles/2024-03-10/Beelink1_20240310_144500_59.fit,2024-03-10 14:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_184500_01.fit.gz,train,190.0,3600.0
102,3741,FITfiles/2024-03-10/Beelink1_20240310_150000_59.fit,2024-03-10 15:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_190000_01.fit.gz,train,190.0,3600.0
103,3726,FITfiles/2024-03-10/Beelink1_20240310_151500_59.fit,2024-03-10 15:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_191500_01.fit.gz,test,190.0,3600.0
104,3733,FITfiles/2024-03-10/Beelink1_20240310_153000_59.fit,2024-03-10 15:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_193000_01.fit.gz,test,190.0,3600.0
105,3728,FITfiles/2024-03-10/Beelink1_20240310_154500_59.fit,2024-03-10 15:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_194500_01.fit.gz,test,190.0,3600.0
106,3721,FITfiles/2024-03-10/Beelink1_20240310_160000_59.fit,2024-03-10 16:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_200000_01.fit.gz,test,190.0,3600.0
107,3748,FITfiles/2024-03-10/Beelink1_20240310_161500_59.fit,2024-03-10 16:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_201500_01.fit.gz,train,190.0,3592.0
108,3722,FITfiles/2024-03-10/Beelink1_20240310_163000_59.fit,2024-03-10 16:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_203000_01.fit.gz,train,190.0,3600.0
109,3716,FITfiles/2024-03-10/Beelink1_20240310_164500_59.fit,2024-03-10 16:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_204500_01.fit.gz,valid,190.0,3600.0
110,3713,FITfiles/2024-03-10/Beelink1_20240310_170000_59.fit,2024-03-10 17:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_210000_01.fit.gz,train,190.0,3600.0
111,3718,FITfiles/2024-03-10/Beelink1_20240310_171500_59.fit,2024-03-10 17:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_211500_01.fit.gz,valid,190.0,3600.0
112,3717,FITfiles/2024-03-10/Beelink1_20240310_173000_59.fit,2024-03-10 17:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_213000_01.fit.gz,test,190.0,3600.0
113,3719,FITfiles/2024-03-10/Beelink1_20240310_174500_59.fit,2024-03-10 17:45:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_214500_01.fit.gz,train,190.0,3600.0
114,3730,FITfiles/2024-03-10/Beelink1_20240310_180000_59.fit,2024-03-10 18:00:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_220000_01.fit.gz,test,190.0,3600.0
115,3715,FITfiles/2024-03-10/Beelink1_20240310_181500_59.fit,2024-03-10 18:15:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_221500_01.fit.gz,train,190.0,3592.0
116,3712,FITfiles/2024-03-10/Beelink1_20240310_183000_59.fit,2024-03-10 18:30:00,0,0,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_223000_01.fit.gz,test,190.0,3600.0
117,3720,FITfiles/2024-03-10/Beelink1_20240310_184500_59.fit,2024-03-10 18:45:00,1,3,http://soleil80.cs.technik.fhnw.ch/solarradio/data/2002-20yy_Callisto/2024/03/10/ALASKA-ANCHORAGE_20240310_224500_01.fit.gz,test,190.0,3600.0
